amount,payment_method,failure_category,attempt_number,previous_success_rate,previous_failures,customer_tenure_days,subscription,recovered
2269,credit_card,HARD_DECLINE,1,0.712,21,858,0,0
2326,debit_card,SOFT_DECLINE,1,0.385,23,1698,0,0
2201,wallet,HARD_DECLINE,2,0.246,4,1397,0,1
4595,upi,TRANSIENT,1,0.875,14,1356,0,1
4796,wallet,SOFT_DECLINE,1,0.556,18,423,0,0
758,upi,HARD_DECLINE,2,0.979,23,565,0,0
678,credit_card,CUSTOMER_ACTION_REQUIRED,3,0.32,11,187,0,0
6906,wallet,CUSTOMER_ACTION_REQUIRED,1,0.538,4,227,0,0
1238,debit_card,SOFT_DECLINE,2,0.72,22,1467,0,0
7180,debit_card,UNKNOWN,1,0.053,19,926,0,0
99,credit_card,UNKNOWN,1,0.348,22,332,1,0
1823,credit_card,UNKNOWN,1,0.897,0,1491,0,0
99,credit_card,HARD_DECLINE,1,0.697,9,706,1,0
5233,debit_card,SOFT_DECLINE,2,0.98,18,674,0,0
680,upi,TRANSIENT,1,0.064,13,1525,1,1
746,upi,UNKNOWN,3,0.836,0,1359,0,0
192,credit_card,SOFT_DECLINE,2,0.805,12,1456,0,0
5212,debit_card,TRANSIENT,1,0.43,8,1053,1,1
2379,debit_card,TRANSIENT,1,0.094,8,71,0,1
2176,upi,HARD_DECLINE,1,0.002,16,55,1,0
1564,net_banking,TRANSIENT,3,0.188,19,1050,1,0
1080,net_banking,SOFT_DECLINE,3,0.6,18,392,0,0
5743,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.039,17,1849,0,0
6719,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.349,5,1238,0,0
8618,upi,SOFT_DECLINE,3,0.929,17,1733,0,0
2906,upi,TRANSIENT,1,0.366,7,1996,0,1
7878,debit_card,SOFT_DECLINE,2,0.91,22,1575,0,1
180,upi,SOFT_DECLINE,1,0.527,18,1468,0,0
1834,credit_card,SOFT_DECLINE,1,0.944,13,857,0,1
5463,credit_card,TRANSIENT,1,0.61,9,1049,0,0
2281,upi,HARD_DECLINE,3,0.307,18,1561,0,0
2874,upi,HARD_DECLINE,1,0.047,9,818,1,0
5871,net_banking,TRANSIENT,1,0.178,11,1424,0,0
99,net_banking,TRANSIENT,2,0.712,2,1492,1,1
4498,credit_card,HARD_DECLINE,2,0.924,0,1882,1,0
2201,wallet,CUSTOMER_ACTION_REQUIRED,3,0.827,11,1909,0,1
468,credit_card,TRANSIENT,1,0.571,20,664,1,0
1505,credit_card,HARD_DECLINE,2,0.416,13,802,1,0
162,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.696,14,293,0,0
935,credit_card,HARD_DECLINE,3,0.489,5,1129,1,0
5283,upi,SOFT_DECLINE,1,0.285,18,565,1,1
1936,net_banking,CUSTOMER_ACTION_REQUIRED,3,0.555,15,441,1,0
3632,credit_card,SOFT_DECLINE,1,0.763,25,168,1,0
7688,credit_card,SOFT_DECLINE,1,0.041,16,1600,0,0
4433,credit_card,HARD_DECLINE,2,0.251,5,747,0,0
3128,debit_card,TRANSIENT,3,0.506,7,406,0,0
1482,credit_card,HARD_DECLINE,2,0.288,5,323,0,0
4757,credit_card,TRANSIENT,1,0.017,23,377,0,1
2890,net_banking,TRANSIENT,1,0.058,12,1604,0,0
2750,credit_card,HARD_DECLINE,1,0.02,15,1949,0,0
4556,debit_card,HARD_DECLINE,1,0.25,20,961,0,0
2015,net_banking,SOFT_DECLINE,1,0.287,23,387,0,0
2833,credit_card,SOFT_DECLINE,1,0.043,13,1485,0,0
347,credit_card,UNKNOWN,2,0.208,12,892,0,0
789,wallet,SOFT_DECLINE,2,0.133,16,451,1,0
3515,net_banking,HARD_DECLINE,2,0.784,11,1873,0,0
2126,debit_card,HARD_DECLINE,1,0.543,14,645,0,0
5339,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.338,5,1380,0,0
2148,debit_card,TRANSIENT,2,0.273,23,1423,0,1
682,upi,SOFT_DECLINE,1,0.411,14,533,0,1
6141,debit_card,UNKNOWN,2,0.876,21,228,0,1
1593,net_banking,TRANSIENT,1,0.853,10,1937,0,1
4280,credit_card,TRANSIENT,3,0.583,14,1002,1,1
1000,net_banking,SOFT_DECLINE,1,0.881,5,880,1,0
321,upi,SOFT_DECLINE,1,0.848,7,262,0,1
194,upi,SOFT_DECLINE,1,0.381,12,1006,1,1
6007,net_banking,HARD_DECLINE,1,0.894,15,1968,0,0
1606,credit_card,SOFT_DECLINE,1,0.177,19,644,0,0
4605,net_banking,TRANSIENT,2,0.292,25,1973,0,0
2592,debit_card,UNKNOWN,2,0.59,5,777,0,1
5504,debit_card,SOFT_DECLINE,3,0.052,7,1464,1,0
1538,credit_card,SOFT_DECLINE,2,0.76,14,1380,1,0
105,wallet,TRANSIENT,1,0.381,15,808,0,0
135,debit_card,SOFT_DECLINE,1,0.513,25,899,0,1
259,upi,UNKNOWN,1,0.913,21,203,0,0
2063,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.129,24,249,1,0
3087,upi,TRANSIENT,1,0.723,23,1682,1,0
4065,upi,TRANSIENT,3,0.969,20,1818,1,0
6598,credit_card,HARD_DECLINE,3,0.186,22,1978,1,0
7279,credit_card,HARD_DECLINE,2,0.387,20,1114,1,0
2236,debit_card,HARD_DECLINE,2,0.592,1,936,1,1
291,credit_card,TRANSIENT,1,0.542,6,1463,1,0
3070,net_banking,TRANSIENT,1,0.836,9,1261,0,1
1204,credit_card,TRANSIENT,1,0.241,0,1371,0,0
5701,credit_card,SOFT_DECLINE,3,0.06,24,1704,0,0
4101,debit_card,CUSTOMER_ACTION_REQUIRED,3,0.675,10,1234,0,0
6138,upi,HARD_DECLINE,2,0.319,11,1550,0,0
2179,debit_card,SOFT_DECLINE,1,0.745,7,1232,1,0
991,net_banking,SOFT_DECLINE,3,0.403,14,956,1,0
6981,net_banking,SOFT_DECLINE,2,0.788,12,1812,0,0
2189,upi,TRANSIENT,1,0.184,3,63,0,1
1690,credit_card,SOFT_DECLINE,1,0.304,17,598,1,0
4395,debit_card,HARD_DECLINE,3,0.06,3,167,0,0
2520,credit_card,HARD_DECLINE,1,0.494,6,882,0,0
1709,debit_card,HARD_DECLINE,2,0.599,16,607,1,0
6221,credit_card,HARD_DECLINE,1,0.474,0,945,0,0
7557,upi,UNKNOWN,2,0.902,15,1641,1,0
113,upi,HARD_DECLINE,3,0.965,25,1325,0,0
3733,upi,HARD_DECLINE,1,0.891,10,1076,0,0
1255,debit_card,TRANSIENT,1,0.463,23,574,1,1
2436,upi,TRANSIENT,2,0.474,7,1326,1,1
690,upi,HARD_DECLINE,2,0.957,15,673,0,0
6254,upi,CUSTOMER_ACTION_REQUIRED,1,0.733,23,1842,1,0
2114,upi,SOFT_DECLINE,1,0.819,0,640,1,1
3078,upi,TRANSIENT,1,0.91,4,944,0,1
1990,upi,HARD_DECLINE,1,0.274,8,435,0,0
4237,credit_card,TRANSIENT,2,0.553,11,320,1,0
2649,upi,HARD_DECLINE,2,0.396,10,1285,0,1
1708,upi,SOFT_DECLINE,1,0.717,4,1047,1,1
837,debit_card,TRANSIENT,3,0.235,24,767,0,0
134,upi,SOFT_DECLINE,1,0.642,12,1452,1,0
3148,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.911,8,495,1,0
3984,credit_card,HARD_DECLINE,1,0.219,7,1975,1,0
1508,debit_card,SOFT_DECLINE,2,0.67,0,1074,0,0
2319,upi,HARD_DECLINE,1,0.209,18,1036,1,0
2778,debit_card,HARD_DECLINE,2,0.164,6,341,0,0
195,credit_card,HARD_DECLINE,1,0.202,19,554,1,0
1964,credit_card,SOFT_DECLINE,1,0.029,19,1364,0,0
2097,credit_card,TRANSIENT,3,0.206,24,1197,0,0
3771,credit_card,HARD_DECLINE,1,0.303,14,141,0,0
3113,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.83,10,452,0,0
3536,debit_card,HARD_DECLINE,1,0.754,15,1013,0,0
3032,net_banking,UNKNOWN,2,0.853,19,132,0,0
6460,debit_card,UNKNOWN,1,0.568,5,229,1,1
3709,debit_card,TRANSIENT,1,0.022,24,101,0,1
2303,net_banking,SOFT_DECLINE,2,0.801,6,276,0,0
5581,credit_card,HARD_DECLINE,1,0.086,7,962,0,0
1805,credit_card,HARD_DECLINE,2,0.48,23,1446,1,1
1709,credit_card,HARD_DECLINE,1,0.973,18,1867,1,1
3076,credit_card,HARD_DECLINE,1,0.479,25,577,1,0
2852,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.874,13,1174,0,0
3050,net_banking,TRANSIENT,1,0.364,19,782,0,1
815,upi,TRANSIENT,1,0.735,11,863,1,1
5288,debit_card,SOFT_DECLINE,1,0.814,24,1851,0,0
1162,debit_card,SOFT_DECLINE,1,0.359,14,953,0,0
111,credit_card,TRANSIENT,1,0.86,20,327,0,1
3413,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.206,22,841,1,0
1693,debit_card,TRANSIENT,1,0.104,0,551,0,0
2435,credit_card,TRANSIENT,1,0.732,25,794,0,1
813,debit_card,HARD_DECLINE,1,0.75,22,1569,0,0
1557,credit_card,HARD_DECLINE,2,0.893,16,1668,1,0
926,wallet,TRANSIENT,1,0.406,6,1139,0,0
2516,credit_card,TRANSIENT,2,0.68,2,549,0,1
4633,upi,UNKNOWN,1,0.598,10,824,0,0
785,net_banking,HARD_DECLINE,2,0.977,15,684,0,0
481,upi,SOFT_DECLINE,2,0.77,13,1440,0,0
5442,upi,UNKNOWN,3,0.759,2,1002,1,1
2917,net_banking,TRANSIENT,2,0.094,12,1564,1,0
689,debit_card,SOFT_DECLINE,1,0.614,3,51,0,0
1733,credit_card,HARD_DECLINE,1,0.069,5,978,1,0
2693,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.517,5,1877,0,0
1114,upi,TRANSIENT,1,0.687,2,437,0,1
2114,upi,SOFT_DECLINE,1,0.302,7,726,0,0
1717,upi,SOFT_DECLINE,2,0.948,3,237,1,1
5894,upi,UNKNOWN,2,0.43,22,1105,0,0
3433,debit_card,SOFT_DECLINE,1,0.436,22,894,1,1
99,upi,CUSTOMER_ACTION_REQUIRED,1,0.928,4,277,1,1
3472,credit_card,TRANSIENT,2,0.546,17,568,0,0
3531,upi,HARD_DECLINE,1,0.3,23,1466,0,0
3473,credit_card,SOFT_DECLINE,1,0.266,16,48,1,0
1280,credit_card,SOFT_DECLINE,2,0.478,6,232,1,0
3212,net_banking,HARD_DECLINE,1,0.667,16,327,0,1
1276,wallet,SOFT_DECLINE,2,0.84,11,1950,1,1
2239,debit_card,TRANSIENT,2,0.781,0,424,0,0
5785,upi,SOFT_DECLINE,1,0.615,25,1073,0,0
99,credit_card,HARD_DECLINE,1,0.288,24,183,0,1
4089,credit_card,TRANSIENT,2,0.37,12,605,0,0
2117,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.327,9,1781,0,0
1546,net_banking,SOFT_DECLINE,3,0.605,21,1639,0,0
569,debit_card,TRANSIENT,1,0.517,20,158,1,1
841,credit_card,SOFT_DECLINE,3,0.907,18,421,1,0
2816,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.264,13,1401,0,0
3260,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.361,17,1162,1,0
925,credit_card,HARD_DECLINE,2,0.876,20,535,1,0
1240,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.484,8,1939,0,0
656,upi,TRANSIENT,1,0.967,17,835,1,1
4352,net_banking,UNKNOWN,1,0.277,18,891,1,1
5148,wallet,SOFT_DECLINE,1,0.476,12,671,1,1
7564,net_banking,SOFT_DECLINE,1,0.548,8,290,0,0
4627,credit_card,HARD_DECLINE,2,0.567,0,258,1,0
3424,debit_card,SOFT_DECLINE,1,0.267,17,754,0,1
6443,debit_card,HARD_DECLINE,1,0.806,12,446,0,1
2093,upi,TRANSIENT,2,0.125,7,1761,0,1
1441,net_banking,HARD_DECLINE,3,0.279,0,519,0,0
1285,net_banking,CUSTOMER_ACTION_REQUIRED,2,0.409,14,936,1,0
3603,upi,CUSTOMER_ACTION_REQUIRED,1,0.765,6,1835,0,0
5950,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.442,6,793,1,1
3386,upi,CUSTOMER_ACTION_REQUIRED,1,0.404,6,673,0,0
723,net_banking,HARD_DECLINE,3,0.686,18,529,0,0
6521,credit_card,HARD_DECLINE,1,0.36,0,1035,0,0
1854,debit_card,SOFT_DECLINE,3,0.26,5,375,1,0
4614,debit_card,SOFT_DECLINE,1,0.036,12,776,1,1
626,credit_card,HARD_DECLINE,1,0.525,8,957,1,1
895,net_banking,SOFT_DECLINE,1,0.409,5,1096,1,0
4046,upi,HARD_DECLINE,2,0.741,9,1152,0,0
1958,credit_card,TRANSIENT,3,0.603,2,167,0,0
3576,debit_card,HARD_DECLINE,1,0.179,17,1939,1,0
121,credit_card,SOFT_DECLINE,1,0.813,16,1063,0,1
4060,debit_card,TRANSIENT,2,0.367,25,601,0,0
1471,upi,HARD_DECLINE,1,0.606,1,167,0,1
1180,debit_card,SOFT_DECLINE,1,0.726,16,985,0,0
3264,upi,SOFT_DECLINE,2,0.749,24,544,0,0
3574,debit_card,SOFT_DECLINE,1,0.368,9,266,0,0
1397,debit_card,SOFT_DECLINE,1,0.199,0,471,0,0
4047,net_banking,TRANSIENT,2,0.302,7,321,1,1
1024,debit_card,SOFT_DECLINE,1,0.465,6,978,1,0
2263,credit_card,TRANSIENT,1,0.351,12,1846,0,1
2109,debit_card,HARD_DECLINE,1,0.477,15,168,0,0
4402,credit_card,UNKNOWN,2,0.27,0,1073,1,0
2930,debit_card,TRANSIENT,2,0.46,19,698,1,1
323,credit_card,SOFT_DECLINE,2,0.036,24,1152,0,0
4091,wallet,TRANSIENT,3,0.378,21,1492,0,0
3951,credit_card,SOFT_DECLINE,1,0.394,1,120,1,0
2437,upi,TRANSIENT,1,0.826,4,904,0,1
7524,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.483,2,478,0,0
4999,debit_card,UNKNOWN,1,0.46,10,1293,0,0
211,wallet,SOFT_DECLINE,3,0.742,20,1391,1,1
1533,upi,HARD_DECLINE,1,0.279,19,1623,0,0
1594,debit_card,TRANSIENT,1,0.724,12,135,0,1
5628,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.224,25,478,0,0
2036,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.4,18,708,1,0
192,net_banking,HARD_DECLINE,2,0.775,1,922,0,0
1791,wallet,SOFT_DECLINE,1,0.487,15,1930,0,0
5079,net_banking,SOFT_DECLINE,1,0.611,5,718,1,1
6878,credit_card,SOFT_DECLINE,1,0.54,15,1866,1,0
5199,upi,CUSTOMER_ACTION_REQUIRED,3,0.002,5,96,1,0
4090,upi,SOFT_DECLINE,1,0.04,9,706,1,0
917,credit_card,TRANSIENT,1,0.923,25,378,0,0
1774,credit_card,SOFT_DECLINE,1,0.613,4,163,0,0
7600,upi,TRANSIENT,1,0.496,7,1441,1,1
296,credit_card,SOFT_DECLINE,3,0.306,20,1475,0,0
3469,upi,UNKNOWN,2,0.666,6,522,0,0
4000,credit_card,TRANSIENT,3,0.126,23,180,1,0
2001,credit_card,SOFT_DECLINE,1,0.41,20,1398,0,0
3707,net_banking,HARD_DECLINE,1,0.157,6,736,1,1
5740,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.498,21,844,0,0
2883,net_banking,SOFT_DECLINE,2,0.958,24,1190,0,1
917,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.093,10,333,1,1
2707,debit_card,SOFT_DECLINE,1,0.038,0,1323,0,0
4654,debit_card,HARD_DECLINE,1,0.772,16,443,1,0
99,upi,HARD_DECLINE,2,0.994,19,1927,0,0
2903,net_banking,UNKNOWN,1,0.719,17,624,0,0
99,debit_card,TRANSIENT,2,0.475,13,1932,0,0
4930,net_banking,HARD_DECLINE,2,0.223,8,644,0,0
801,upi,CUSTOMER_ACTION_REQUIRED,1,0.229,7,1979,0,0
1798,credit_card,TRANSIENT,1,0.803,17,1697,0,0
2538,net_banking,TRANSIENT,2,0.769,21,134,0,0
1240,upi,SOFT_DECLINE,2,0.855,12,1178,0,1
983,credit_card,HARD_DECLINE,1,0.48,3,295,0,0
3956,credit_card,TRANSIENT,1,0.162,13,447,0,1
6834,credit_card,HARD_DECLINE,2,0.076,4,1818,1,0
2949,credit_card,UNKNOWN,2,0.758,8,396,1,0
3516,upi,TRANSIENT,1,0.668,8,1638,1,0
250,debit_card,SOFT_DECLINE,1,0.945,23,67,0,0
4485,upi,UNKNOWN,1,0.522,22,1125,1,0
2926,debit_card,HARD_DECLINE,1,0.389,24,915,1,0
4308,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.748,2,1555,1,0
6312,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.387,20,785,1,1
1558,credit_card,SOFT_DECLINE,3,0.649,13,1565,0,0
8844,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.595,17,1599,1,1
2655,wallet,SOFT_DECLINE,2,0.032,20,679,1,0
744,credit_card,SOFT_DECLINE,1,0.939,21,310,0,0
7136,credit_card,UNKNOWN,3,0.364,15,661,0,0
2712,credit_card,TRANSIENT,1,0.093,4,1937,0,0
7219,credit_card,TRANSIENT,1,0.124,18,464,0,1
2321,debit_card,TRANSIENT,2,0.755,2,1692,0,0
6045,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.404,1,668,0,0
966,credit_card,HARD_DECLINE,1,0.069,18,38,1,0
1109,debit_card,SOFT_DECLINE,1,0.561,25,537,1,1
2489,upi,HARD_DECLINE,2,0.631,0,993,1,0
4957,wallet,TRANSIENT,3,0.005,16,1822,1,0
746,credit_card,HARD_DECLINE,1,0.059,6,1285,0,0
241,debit_card,SOFT_DECLINE,3,0.288,7,1292,0,1
4886,upi,SOFT_DECLINE,1,0.978,12,1239,1,1
2199,credit_card,TRANSIENT,2,0.132,1,502,0,0
2021,upi,HARD_DECLINE,1,0.218,3,1206,1,0
1045,upi,TRANSIENT,1,0.147,20,1638,1,1
4183,debit_card,UNKNOWN,1,0.275,21,442,0,1
99,credit_card,SOFT_DECLINE,1,0.489,8,925,1,1
2228,credit_card,SOFT_DECLINE,2,0.06,14,1103,1,0
2517,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.786,16,163,0,0
5590,debit_card,HARD_DECLINE,2,0.276,15,829,1,0
3696,credit_card,SOFT_DECLINE,1,0.986,17,1073,0,1
530,debit_card,SOFT_DECLINE,1,0.099,21,1087,0,0
4391,upi,TRANSIENT,1,0.81,24,1991,0,1
1769,upi,HARD_DECLINE,1,0.183,15,1112,1,0
99,upi,SOFT_DECLINE,1,0.193,3,1530,1,0
1924,net_banking,SOFT_DECLINE,1,0.629,21,1754,0,0
725,debit_card,SOFT_DECLINE,1,0.858,11,995,0,0
707,debit_card,SOFT_DECLINE,1,0.69,3,1187,0,1
4072,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.681,17,933,0,0
7342,debit_card,TRANSIENT,1,0.012,18,867,1,1
3580,debit_card,HARD_DECLINE,1,0.119,25,542,0,0
5207,upi,HARD_DECLINE,1,0.689,17,372,0,0
3714,net_banking,TRANSIENT,1,0.331,2,1061,0,0
1406,debit_card,SOFT_DECLINE,1,0.357,14,1169,0,1
4988,upi,TRANSIENT,1,0.157,23,122,0,1
3268,credit_card,TRANSIENT,1,0.662,7,1296,1,1
592,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.687,4,1438,1,0
689,credit_card,SOFT_DECLINE,1,0.533,21,1756,0,1
3681,credit_card,HARD_DECLINE,1,0.813,8,1491,0,0
3985,net_banking,HARD_DECLINE,3,0.899,18,705,0,0
2650,debit_card,UNKNOWN,1,0.611,25,941,1,1
457,upi,TRANSIENT,2,0.02,12,635,0,0
5882,net_banking,UNKNOWN,3,0.23,22,1122,0,0
5552,net_banking,SOFT_DECLINE,1,0.738,4,138,0,0
5495,credit_card,TRANSIENT,2,0.884,7,1133,0,1
1372,credit_card,SOFT_DECLINE,1,0.136,5,120,0,0
3655,net_banking,TRANSIENT,1,0.625,2,894,0,1
6494,debit_card,HARD_DECLINE,1,0.276,10,91,1,1
7500,upi,TRANSIENT,1,0.322,24,1550,0,0
3689,credit_card,TRANSIENT,3,0.098,25,1861,0,0
150,upi,HARD_DECLINE,3,0.313,21,265,0,0
560,credit_card,SOFT_DECLINE,1,0.546,4,1259,0,0
3161,debit_card,SOFT_DECLINE,2,0.289,19,1644,1,0
1580,debit_card,TRANSIENT,1,0.599,0,1385,1,1
1059,debit_card,SOFT_DECLINE,1,0.405,18,281,1,1
5302,credit_card,SOFT_DECLINE,1,0.661,11,665,0,0
2220,credit_card,SOFT_DECLINE,1,0.208,13,1263,0,0
413,upi,HARD_DECLINE,1,0.624,20,1981,0,0
2913,credit_card,TRANSIENT,1,0.392,16,284,0,0
3770,credit_card,HARD_DECLINE,2,0.962,20,393,0,0
4374,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.648,12,578,1,0
6733,debit_card,TRANSIENT,2,0.726,16,1200,0,0
8099,credit_card,SOFT_DECLINE,2,0.131,23,1515,0,0
3667,wallet,TRANSIENT,1,0.462,1,1713,0,0
5281,credit_card,HARD_DECLINE,1,0.873,5,855,0,0
2197,debit_card,SOFT_DECLINE,1,0.192,23,77,0,0
4955,upi,SOFT_DECLINE,3,0.53,0,1611,1,1
726,upi,TRANSIENT,1,0.83,8,709,0,1
1948,upi,HARD_DECLINE,1,0.639,9,519,1,0
978,net_banking,UNKNOWN,1,0.526,18,675,0,1
3373,net_banking,HARD_DECLINE,2,0.455,14,1507,0,0
1980,wallet,TRANSIENT,1,0.091,21,435,0,1
5477,wallet,HARD_DECLINE,1,0.077,2,1910,0,0
3622,wallet,SOFT_DECLINE,3,0.095,16,1787,0,0
4594,net_banking,CUSTOMER_ACTION_REQUIRED,2,0.997,0,1230,1,0
3107,credit_card,TRANSIENT,1,0.924,7,1439,0,1
1541,credit_card,HARD_DECLINE,1,0.725,13,1907,1,0
9794,debit_card,TRANSIENT,2,0.134,1,186,1,1
3281,debit_card,TRANSIENT,1,0.226,12,1115,0,0
963,upi,HARD_DECLINE,1,0.171,23,352,0,0
845,credit_card,SOFT_DECLINE,1,0.092,1,1454,0,0
3680,debit_card,TRANSIENT,3,0.043,11,1321,1,0
2866,net_banking,TRANSIENT,2,0.519,3,268,0,1
5820,net_banking,CUSTOMER_ACTION_REQUIRED,3,0.875,1,1095,0,0
4761,upi,SOFT_DECLINE,1,0.685,2,686,0,1
857,upi,UNKNOWN,1,0.341,1,1704,0,0
980,credit_card,SOFT_DECLINE,2,0.644,4,1302,1,0
945,upi,SOFT_DECLINE,1,0.242,17,40,0,0
3393,debit_card,HARD_DECLINE,3,0.737,16,309,0,0
7967,upi,HARD_DECLINE,1,0.102,11,954,0,1
6293,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.289,18,402,0,0
2858,credit_card,SOFT_DECLINE,2,0.403,19,1476,0,0
4800,upi,SOFT_DECLINE,2,0.83,20,1268,0,0
1713,upi,HARD_DECLINE,2,0.09,16,635,1,0
1720,upi,HARD_DECLINE,1,0.294,24,1054,0,0
2409,net_banking,HARD_DECLINE,3,0.891,3,408,0,0
3435,upi,TRANSIENT,1,0.961,1,865,0,1
385,credit_card,HARD_DECLINE,2,0.457,13,1856,1,0
6759,debit_card,HARD_DECLINE,1,0.22,21,1386,0,0
1593,wallet,TRANSIENT,1,0.897,24,65,0,0
8059,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.142,22,1189,0,0
1701,net_banking,SOFT_DECLINE,1,0.591,11,1145,0,0
1197,upi,SOFT_DECLINE,1,0.073,6,60,0,0
4641,net_banking,TRANSIENT,2,0.766,25,1112,1,1
5396,credit_card,UNKNOWN,1,0.149,18,1660,0,0
608,net_banking,SOFT_DECLINE,2,0.833,5,1009,0,1
1403,debit_card,HARD_DECLINE,1,0.998,3,1737,0,0
216,credit_card,TRANSIENT,1,0.612,0,128,0,1
6087,upi,TRANSIENT,1,0.738,1,958,0,1
4700,credit_card,HARD_DECLINE,1,0.443,13,1314,1,0
5907,credit_card,TRANSIENT,1,0.282,5,149,0,1
3308,debit_card,TRANSIENT,2,0.671,19,310,1,0
2268,net_banking,TRANSIENT,3,0.923,5,1187,0,0
1617,credit_card,HARD_DECLINE,1,0.524,17,568,1,0
8731,credit_card,TRANSIENT,1,0.715,5,444,1,0
614,debit_card,TRANSIENT,1,0.011,5,1418,1,0
3003,credit_card,TRANSIENT,1,0.67,4,987,0,1
1156,credit_card,SOFT_DECLINE,1,0.074,21,1146,1,1
4455,wallet,TRANSIENT,1,0.396,16,118,0,1
1339,wallet,SOFT_DECLINE,1,0.205,8,1733,1,0
1305,credit_card,TRANSIENT,2,0.17,5,183,1,1
4013,debit_card,TRANSIENT,2,0.536,5,239,0,1
952,debit_card,UNKNOWN,2,0.784,21,1272,0,0
1996,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.243,3,1766,0,0
1280,debit_card,UNKNOWN,1,0.739,15,1638,0,0
5768,debit_card,HARD_DECLINE,3,0.119,15,1463,1,0
1509,net_banking,SOFT_DECLINE,2,0.015,24,34,0,1
2479,credit_card,HARD_DECLINE,1,0.349,21,356,1,0
3530,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.105,8,859,0,0
99,upi,SOFT_DECLINE,1,0.982,4,700,0,0
109,wallet,HARD_DECLINE,2,0.235,19,1277,0,0
1907,wallet,CUSTOMER_ACTION_REQUIRED,1,0.919,10,1665,1,0
3552,upi,HARD_DECLINE,1,0.691,16,627,0,0
1217,net_banking,HARD_DECLINE,2,0.554,2,1355,1,0
7054,debit_card,HARD_DECLINE,1,0.655,2,761,0,0
2024,debit_card,SOFT_DECLINE,1,0.539,21,412,1,0
3881,upi,SOFT_DECLINE,2,0.973,15,1280,0,0
2794,upi,TRANSIENT,3,0.506,22,1761,1,0
1158,upi,SOFT_DECLINE,2,0.532,21,1103,1,0
3159,upi,HARD_DECLINE,1,0.696,0,1388,0,0
220,debit_card,UNKNOWN,1,0.031,3,373,1,0
404,debit_card,HARD_DECLINE,1,0.251,16,835,0,0
1774,net_banking,TRANSIENT,1,0.952,21,1120,0,0
1967,net_banking,HARD_DECLINE,1,0.941,17,1997,0,0
2744,debit_card,TRANSIENT,3,0.187,24,721,0,0
6788,net_banking,TRANSIENT,1,0.969,5,856,0,1
99,debit_card,HARD_DECLINE,1,0.86,16,247,0,0
611,wallet,SOFT_DECLINE,1,0.263,12,1974,0,0
3296,upi,HARD_DECLINE,1,0.008,9,1316,0,0
963,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.832,15,1256,0,1
1277,upi,SOFT_DECLINE,1,0.839,6,837,1,1
2024,debit_card,SOFT_DECLINE,1,0.107,23,385,0,0
4727,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.426,10,123,1,0
488,credit_card,UNKNOWN,2,0.802,9,1976,0,1
724,credit_card,HARD_DECLINE,3,0.696,16,998,0,0
5059,upi,CUSTOMER_ACTION_REQUIRED,1,0.361,7,1759,0,0
7510,debit_card,HARD_DECLINE,1,0.913,24,906,0,0
722,upi,CUSTOMER_ACTION_REQUIRED,1,0.754,17,935,1,0
4129,upi,TRANSIENT,2,0.28,20,725,0,0
2542,net_banking,SOFT_DECLINE,2,0.842,9,394,0,1
6332,credit_card,HARD_DECLINE,3,0.025,0,1837,1,0
4914,upi,SOFT_DECLINE,1,0.878,2,1992,1,0
4658,wallet,CUSTOMER_ACTION_REQUIRED,1,0.208,10,726,0,0
4476,debit_card,HARD_DECLINE,2,0.682,9,651,1,0
104,debit_card,HARD_DECLINE,1,0.963,22,1948,1,0
282,debit_card,HARD_DECLINE,3,0.643,4,1559,1,0
